-7.26725101,-4.08024931,5.16807604
-7.27962875,-4.12069035,5.11833
-7.26856089,-4.17052555,5.09363508
-7.23185921,-4.20298147,5.1191349
-7.19874811,-4.22007275,5.15163994
-7.15766764,-4.24985933,5.18429089
-7.13687897,-4.26330805,5.2018795
-7.11786366,-4.27496243,5.21834183
-7.09784412,-4.28298759,5.23898935
-7.06916237,-4.29330111,5.26924038
-7.03093004,-4.31563663,5.30204535
-6.99693203,-4.33772087,5.32893085
-6.95557451,-4.36435986,5.36122465
-6.92180204,-4.35848808,5.40949345
-6.89374113,-4.32812881,5.46937084
-6.86451769,-4.30186892,5.52654552
-6.83742762,-4.28218412,5.57520103
-6.81548882,-4.26506996,5.61503983
-6.78185415,-4.26909971,5.65257692
-6.75160122,-4.26181793,5.69413471
-6.72195721,-4.25810957,5.73185635
-6.69231653,-4.2668972,5.75993681
-6.66767979,-4.27205467,5.78463316
-6.65506029,-4.27547026,5.79662943
-6.64944696,-4.27272081,5.80509233
-6.63949871,-4.2690382,5.81917095
-6.63859606,-4.26078129,5.82624817
-6.63583612,-4.24954748,5.83758593
-6.63108873,-4.23711157,5.85200262
-6.62229156,-4.23197317,5.86566639
-6.61634636,-4.23557091,5.8697772
-6.61159229,-4.2411809,5.87108278
-6.60264444,-4.24797869,5.87623549
-6.59484053,-4.24866962,5.88449383
-6.58759642,-4.251194,5.8907814
-6.58256149,-4.24316883,5.90218496
-6.57730293,-4.23112869,5.91667318
-6.57336855,-4.21644545,5.93150854
-6.57076359,-4.20132971,5.94510555
-6.56935787,-4.19309092,5.95247126
-6.56672573,-4.18875551,5.95842457
-6.56129837,-4.18432617,5.96750879
-6.55422783,-4.18317795,5.97607803
-6.54806328,-4.1849618,5.9815836
-6.54253531,-4.18626022,5.98672199
-6.53881264,-4.18732071,5.9900465
-6.53591108,-4.18844175,5.99242878
-6.53613567,-4.189991,5.99110079
-6.53601265,-4.18882704,5.99204874
-6.53803587,-4.17700434,5.9980917
-6.53615856,-4.1712451,6.00414276
-6.53376484,-4.16875648,6.0084753
-6.52771807,-4.17092037,6.01354361
-6.522048,-4.17103195,6.01961517
-6.5167222,-4.17672825,6.02143335
-6.51101303,-4.17944479,6.0257225
-6.50452614,-4.18402576,6.02954817
-6.49811649,-4.18446636,6.0361495
-6.48979855,-4.18204737,6.04676628
-6.48012638,-4.18027687,6.05835247
-6.46902418,-4.18335342,6.06808567
-6.45863104,-4.19129181,6.07367563
-6.44910002,-4.19885969,6.07857513
-6.43980694,-4.20540428,6.08390093
-6.43264246,-4.20941973,6.08870077
-6.42525816,-4.20989799,6.0961628
-6.41539001,-4.21441126,6.10343313
-6.40808439,-4.21896935,6.10795641
-6.40015221,-4.22591782,6.11146879
-6.39288712,-4.23348427,6.11383581
-6.38593197,-4.24172354,6.11539364
-6.38066292,-4.24683523,6.11734533
-6.37785292,-4.25193834,6.11673117
-6.37897205,-4.25566769,6.11296892
-6.37908316,-4.25697374,6.11194372
-6.37942696,-4.26310825,6.10730743
-6.381598,-4.27149343,6.09917498
-6.3843627,-4.28112316,6.08952236
-6.38483477,-4.29664755,6.07808256
-6.38733387,-4.30866861,6.06693697
-6.38743496,-4.31962395,6.0590353
-6.38458204,-4.32824564,6.05588913
-6.3804512,-4.3430481,6.04964113
-6.38128233,-4.3582859,6.03779459
-6.38477898,-4.3739624,6.02274275
-6.38890839,-4.39414978,6.00363922
-6.39157724,-4.41397381,5.98623085
-6.3978591,-4.43118334,5.96677446
-6.40646839,-4.45725441,5.93804932
-6.41630316,-4.48795652,5.90420914
-6.42566156,-4.52726936,5.86388016
-6.44657707,-4.5574851,5.81733227
-6.47222137,-4.58483696,5.76714897
-6.50101423,-4.61049557,5.71406412
-6.52960539,-4.63928747,5.65788364
-6.57147312,-4.65358162,5.59734774
-6.62087631,-4.65419006,5.53831196
-6.67707539,-4.67897081,5.44924593
-6.73641586,-4.59469652,5.44792128
-6.78858089,-4.5933156,5.38395834
-6.84355068,-4.59447002,5.31291294
-6.90398455,-4.57667017,5.24971151
-6.95350885,-4.57465363,5.1857152
-7.00144053,-4.57697248,5.1187439
-7.05213118,-4.57113791,5.05396128
-7.10012627,-4.56744289,4.98969555
-7.14291143,-4.5658946,4.92968607
-7.18378258,-4.56140089,4.8741436
-7.22385597,-4.55192852,4.82350922
-7.25941992,-4.54377699,4.77758265
-7.29266691,-4.53626347,4.73388958
-7.3202033,-4.52734327,4.69980574
-7.34245396,-4.52318668,4.66899729
-7.36288404,-4.52326059,4.63664103
-7.3793869,-4.52647734,4.60717249
-7.3936758,-4.52981424,4.58090878
-7.40195656,-4.53299141,4.56436348
-7.40782595,-4.53817177,4.54967022
-7.40901423,-4.54534817,4.54056168
-7.40705442,-4.54989529,4.5392046
-7.40027332,-4.55793524,4.54219818
-7.38996792,-4.5650754,4.55179596
-7.37453604,-4.57472754,4.56710768
-7.35509825,-4.58683538,4.58626842
-7.33511829,-4.60014153,4.60490227
-7.31399155,-4.61374569,4.62485266
-7.29090548,-4.62879658,4.64621592
-7.26436377,-4.64304399,4.67349386
-7.23451281,-4.66286993,4.69998455
-7.20773602,-4.6785388,4.72548437
-7.17737961,-4.69711542,4.75317955
-7.1470952,-4.71691751,4.77913189
-7.11545324,-4.73287582,4.81046677
-7.08221626,-4.75127602,4.8412776
-7.04758596,-4.76497602,4.87820864
-7.01288843,-4.78334665,4.9101305
-6.97940302,-4.80266762,4.93889666
-6.948174,-4.81708717,4.9687953
-6.91277313,-4.83815479,4.99762011
-6.88205862,-4.84383726,5.03437185
-6.85666132,-4.84920835,5.06376886
-6.82735682,-4.8470583,5.10525322
-6.799366,-4.84802294,5.14156437
-6.7711978,-4.84670401,5.17983866
-6.74466515,-4.84507561,5.21585274
-6.72076321,-4.84518814,5.24651146
-6.6957345,-4.854352,5.26998949
-6.67044306,-4.84327316,5.31208801
-6.64370251,-4.85403872,5.33572006
-6.62124157,-4.85292244,5.36457682
-6.59528685,-4.85020447,5.39889717
-6.56939507,-4.84786367,5.43246269
-6.53912401,-4.84808064,5.46867037
-6.50863743,-4.85477734,5.49901438
-6.47966719,-4.86335993,5.52557945
-6.44758797,-4.87144136,5.555902
-6.41761398,-4.87661934,5.58598185
-6.39361,-4.8773284,5.61282492
-6.37004471,-4.87700176,5.63983727
-6.35315847,-4.87231874,5.66288567
-6.33795595,-4.8624258,5.68836641
-6.32526064,-4.84591532,5.71651745
-6.3090291,-4.8297019,5.74808836
-6.29397202,-4.81577539,5.77621078
-6.27964258,-4.80197954,5.80322933
-6.26360512,-4.79323149,5.82774115
-6.2498908,-4.78663874,5.84784937
-6.23695517,-4.77988338,5.86715364
-6.22407007,-4.76458406,5.89322281
-6.21034241,-4.75211811,5.91771936
-6.19829512,-4.74047852,5.93964529
-6.18612576,-4.73048639,5.96026278
-6.17271805,-4.72542334,5.97815275
-6.16458511,-4.72209692,5.98916292
-6.15326166,-4.72364664,5.99957657
-6.14542675,-4.72238588,6.00859261
-6.13736105,-4.71996069,6.01873398
-6.13393164,-4.71470737,6.02634239
-6.13118362,-4.71285105,6.03058958
-6.13037109,-4.71160173,6.03239107
-6.12900686,-4.71355438,6.03225183
-6.12754869,-4.71437836,6.03308964
-6.12545967,-4.71702671,6.03314114
-6.12234259,-4.71895838,6.03479433
-6.11818075,-4.72046614,6.03783464
-6.11197758,-4.7238245,6.0414896
-6.10413647,-4.72494411,6.04853773
-6.0954833,-4.72773886,6.05507612
-6.08696938,-4.73474646,6.05816507
-6.07981682,-4.74608469,6.05647516
-6.07478571,-4.75878477,6.05155563
-6.06697893,-4.77530146,6.0463748
-6.0614109,-4.78364897,6.04536057
-6.05634499,-4.78304195,6.05091572
-6.05032587,-4.7818861,6.05784702
-6.04869127,-4.78795719,6.05468273
-6.04579639,-4.78714752,6.05821323
-6.04302931,-4.79490757,6.05483675
-6.03876686,-4.81128025,6.04609442
-6.03918505,-4.82055187,6.03828669
-6.03774834,-4.83464766,6.02844572
-6.03906012,-4.84928703,6.01535988
-6.04445648,-4.86124086,6.00027227
-6.02943659,-4.87008905,6.00820351
-6.04203176,-4.88706446,5.98170853
-6.05956793,-4.90872097,5.94613171
-6.08438158,-4.93741512,5.89683104
-6.10136986,-4.9583292,5.86162472
-6.13140345,-4.98513269,5.80729961
-6.15018892,-5.00743818,5.76811266
-6.17130899,-5.0305028,5.72532701
-6.18197584,-5.01104116,5.7308836
-6.21574545,-5.02281761,5.68385363
-6.25744724,-5.0447793,5.61826849
-6.3291378,-5.09438229,5.49178219
-6.38838577,-5.17151165,5.34924126
-6.46401834,-5.20512486,5.22432041
-6.58066463,-5.25632763,5.02357006
-6.75314474,-5.26520777,4.77943611
-6.95230675,-5.26904535,4.48028755
-7.24247122,-5.21079969,4.06995869
-7.58590555,-5.08500385,3.57311535
-7.9903245,-4.86033106,2.94996309
-8.39280128,-4.51750755,2.30724716
-8.73728371,-4.07735157,1.79038215
-9.04736614,-3.54552984,1.32089543
-9.32940674,-2.89929891,0.85241932
-9.5344162,-2.23749518,0.50882906
-9.63734341,-1.78248024,0.33875626
-9.66825294,-1.6153717,0.29300442
-9.64937592,-1.71624506,0.33827579
-9.57264996,-2.08490944,0.43349299
-9.41205978,-2.69221163,0.57923776
-9.17497921,-3.38123727,0.74657112
